fruit,longueur,largeur,r,v,b,sucre,eau,fibres
carotte#plus rouge~plus vert~,15.0,3.0,275.03674639424287,122.0226669353203,20.611486354685375,4.0,90.0,2.7
carotte,17.429860026073012,2.587775464648384,239.3870931715618,106.77457740330544,31.416997099772985,2.7911891497263506,91.76284250031463,2.7022372843893083
carotte#,19.197857373349624,2.8648223587127255,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~,15.0,3.0,230.83403200690935,97.69899861948242,36.125071801366275,4.0,90.0,2.7
carotte,10.504971654548072,4.687610226712107,249.942761818264,92.60146552670318,46.73731140967131,3.7844786550601413,92.49602419013615,3.1583183993429134
carotte#,13.496307214013768,2.918853535033444,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,262.9685766152386,108.98346853090817,32.40410827840955,4.0,90.0,2.7
carotte,27.19402180831038,1.013124904499266,241.8082459111047,107.43283823700935,38.503763847073316,5.058278997042894,88.17402739134101,2.5491768914891875
carotte#,16.3814407508596,3.4379855087423623,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,266.3117419022424,105.25020028348862,26.804439654343344,4.0,90.0,2.7
carotte,20.54404577121521,-1.3680556627539122,247.15322567975372,96.16448702384488,30.95909594152199,3.1143223142982004,83.77430773393388,3.107886681625459
carotte#petit~,4.636408291654437,3.831074608094978,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,256.568849700832,94.14090757950599,36.36737753543223,4.0,90.0,2.7
carotte,17.179415560692224,6.895604854075556,244.74869478449216,97.72172187710335,15.771695792344687,3.9596018670546833,86.82740013674159,2.1495786362346343
carotte#petit~fin~,-1.5236431941818687,0.9649003934885654,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus vert~,15.0,3.0,245.84494496769804,116.34069931768276,21.03691849936802,4.0,90.0,2.7
carotte,16.707525900639656,7.508871453080564,248.75138298077505,111.91378880540015,7.4389035418463685,1.7297437183036406,85.74471451295483,4.015157093454144
carotte#long~,22.014441126289164,4.420077361243191,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~moins vert~,15.0,3.0,231.6388304563654,90.35274738469737,29.825470299376107,4.0,90.0,2.7
carotte,20.515118203953605,-2.6842570936812393,253.3404980736956,87.8073782854549,31.50417526911835,4.302390716481394,91.71721590047538,2.7631490612200427
carotte#,19.096377408153526,3.54122012642933,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins vert~moins bleu~,15.0,3.0,250.8949290571014,81.91569997199313,15.634831764078276,4.0,90.0,2.7
carotte,2.80793086652754,-5.553352339423951,237.65970072422894,99.71972016341938,33.92351545121022,2.663955592108214,89.81821737371591,2.511350466628694
carotte#large~,12.75707455019878,5.076686090600033,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~moins vert~plus bleu~,15.0,3.0,257.99372674527484,89.32217931045813,37.465653265000526,4.0,90.0,2.7
carotte,22.49849787437156,-11.000375015287117,248.53232634277904,100.33719094361106,17.326401685874377,4.53393307884522,94.5832607680227,2.2895661275444423
carotte#petit~,2.9162832399089353,1.620655342297844,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins bleu~,15.0,3.0,244.2976765733971,98.25087957972353,14.84813092415591,4.0,90.0,2.7
carotte,19.95991906149802,3.2610270775860006,258.9489405742115,101.03585681467521,36.36776183690242,3.6275215943109522,91.45247984542131,2.345786542714365
carotte#,20.49523922912915,2.783268032086131,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus bleu~,15.0,3.0,234.58123831005182,110.32977499959605,38.060791797262,4.0,90.0,2.7
carotte,22.88229025624116,5.65434141601043,243.63213470575178,98.12843465064009,17.671820043754295,4.059757264452014,85.75082558864467,1.745846827073844
carotte#fin~,21.269281044642256,0.9931573488128222,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~,15.0,3.0,261.9878201604917,95.94156023947728,36.22461134305077,4.0,90.0,2.7
carotte,14.280277533637115,-3.6704117781904877,240.54390649451778,108.49630132025172,10.172664179077373,3.2933727667828463,95.38849004982241,2.077899575443761
carotte#,8.199022188929899,3.426374226562467,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus vert~,15.0,3.0,247.75759681561206,115.2523208680198,31.359506564500556,4.0,90.0,2.7
carotte,14.750755111625123,-0.6662337374486258,264.5262205195171,107.68176147111562,40.12968872160308,4.742964582677489,83.75031099505864,2.311992313446307
carotte#long~large~,23.699635059033287,4.593976490124975,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus rouge~moins vert~,15.0,3.0,258.09486768788435,83.5756411241445,17.792938184235567,4.0,90.0,2.7
carotte,15.409109380765265,5.66879411297602,250.89263562476876,96.42425861684116,6.161512851476488,3.214134527334811,91.16424202015115,2.8871925026966423
carotte#large~,18.69659860671596,5.313301816989086,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,253.16069296467097,110.05895804561304,20.387081948198162,4.0,90.0,2.7
carotte,0.5466997431646305,10.917810250105463,249.14650769634835,108.92675170907687,28.747405319992595,5.40390729535798,85.27595982036057,3.8585420045075254
carotte#petit~,2.6637628731883733,3.520871136792956,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~moins vert~plus bleu~,15.0,3.0,231.72512752811224,90.5662839747972,39.43197045035956,4.0,90.0,2.7
carotte,12.73829514199379,-2.714628028084859,255.39684249823452,92.50312782522934,25.137003409985784,5.080943553939296,87.57972623304819,2.4978348496123552
carotte#,18.563931339144332,3.3214172241430644,244.0,102.0,27.0,4.0,90.0,2.7
carotte#,15.0,3.0,246.8179797181155,100.94209899772339,27.36029888270708,4.0,90.0,2.7
carotte,11.605082474706583,11.897892104235785,256.01608389908927,104.04614388238555,24.09081930846439,4.096359280243578,91.74238442669474,1.7379272223965363
carotte#,12.839565090153705,1.8634978302926792,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins rouge~plus vert~,15.0,3.0,219.92947371212807,118.77145260376585,20.652494628109885,4.0,90.0,2.7
carotte,18.41060466522472,5.344390145751543,228.53240113140345,101.80625535955122,36.023654223537655,2.8177854192408676,86.68742093178548,3.0316396959659513
carotte#long~large~,28.626631951635098,4.716202820836328,244.0,102.0,27.0,4.0,90.0,2.7
carotte#plus vert~,15.0,3.0,246.03167996406938,120.34021481298457,30.632317304750934,4.0,90.0,2.7
carotte,30.136541903222273,-8.754703863275122,254.477221574113,98.04408626066511,34.73483972758646,2.4959232474669646,90.79772895711551,0.9902595360528323
carotte#long~,28.09057673869583,1.795652052831636,244.0,102.0,27.0,4.0,90.0,2.7
carotte#moins vert~,15.0,3.0,240.7376220010129,87.37076015189335,24.686127513823447,4.0,90.0,2.7
carotte,19.767080837840247,5.180289002102328,233.81022045108722,109.45227885275078,30.345193017094864,3.930417412887029,87.08840749245437,2.81196942755938
carotte#,13.098479733095383,3.169593327918055,244.0,102.0,27.0,4.0,90.0,2.7
cerise#petit~,1.220200326150629,1.8123705262486989,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,180.37532791317562,15.3677000527501,4.106263141968545,10.0,83.6,1.7
cerise,2.371975136383152,2.221603750107538,183.92402388267482,-4.872330421671245,16.581146372733325,6.087594221068242,84.02816269606552,2.215939944217149
cerise#,2.051995084073782,2.290827247910329,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~plus vert~,2.0,2.0,205.34342697685622,28.92810109778026,25.70370306598975,10.0,83.6,1.7
cerise,2.6991187253687174,1.3149031701829355,190.18266247124978,-6.434276127272039,9.48270677887234,6.922554631146601,80.23517363496136,1.2922127542911652
cerise#petit~,0.8530561870940907,1.7218738438083037,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,219.24956459264985,18.20274512861615,0.8035770458187379,10.0,83.6,1.7
cerise,2.0140651468343016,2.7535742457342796,183.79360401534603,16.4465065704461,18.587050884184727,4.48039760322593,72.81501656714778,2.744634108366564
cerise#petit~fin~,1.4250205749394413,1.4868759776421805,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins rouge~,2.0,2.0,154.8429660300381,15.873932867995638,2.8210712490538814,10.0,83.6,1.7
cerise,1.658851169578123,1.1895316921278432,182.92676869600174,23.037539285765867,21.070671473971224,8.023858635668317,81.74348628862465,1.546830065738816
cerise#,2.4551744381234615,2.065738065814084,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus vert~,2.0,2.0,172.56088470058748,48.40486951197434,16.433073542320066,10.0,83.6,1.7
cerise,1.1148058262241582,2.3757970102340336,164.17935071679548,11.100480827024208,26.843308334635374,6.204552252162172,77.38732957145908,1.4805658159170871
cerise#,1.8568521646983376,2.350570107891849,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,198.35793507784362,17.719905844796287,-1.5121588012324683,10.0,83.6,1.7
cerise,1.7053827084008555,1.5371215339759086,195.06051333119376,0.7721874572719702,23.48487358553526,6.413075629392812,86.00459681414759,1.8017323598689163
cerise#petit~,1.2440998553119944,1.7363213664961603,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins rouge~,2.0,2.0,170.04858316820776,3.213190632417458,3.356753219326423,10.0,83.6,1.7
cerise,2.2883040242578456,2.0999233210343977,177.4416198951306,-3.260686000605702,24.19423209237534,13.577089683144237,88.595624439382,1.4741199912895377
cerise#petit~,1.3544335998071433,1.5214037002768408,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus vert~,2.0,2.0,199.25617807961856,28.015230878956125,18.296168015474834,10.0,83.6,1.7
cerise,2.272405758393108,2.367275668301225,166.67181818449268,21.427271065294825,13.92057855209515,13.265665091913819,87.39143498824357,1.86507913476777
cerise#large~,2.0012632971229793,2.678638944280158,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~plus bleu~,2.0,2.0,219.41814794537558,19.078245702247326,30.783555861990333,10.0,83.6,1.7
cerise,1.7952661892222195,1.8204609003909387,202.1358620435522,28.571661545475788,29.22753824069623,9.301572299786207,87.20721607049724,1.7981225667412313
cerise#,2.2013340467322444,1.9825402338632818,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,185.90281234086967,3.1698009336784514,20.661430187111748,10.0,83.6,1.7
cerise,1.961076640337788,2.504254985204721,184.12991216470584,42.7816288637659,1.0156869155525108,15.787800227350687,84.45872554080815,0.37939332169345685
cerise#,2.091243538417477,2.412096131530298,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins vert~,2.0,2.0,172.4387396072762,-4.467960645822089,23.276205352264633,10.0,83.6,1.7
cerise,1.8680163095181064,2.8094266825744123,187.95985538376036,9.525275366015137,16.984580532711774,4.073917515527209,82.78834275898446,1.1795610655255868
cerise#petit~large~,1.371218473188419,2.539186093872412,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins bleu~,2.0,2.0,176.37331183762896,24.145650275126428,-4.772647215081431,10.0,83.6,1.7
cerise,2.844566463949825,2.462283833161546,172.7817415363801,1.7805639265501192,-7.358101245492115,11.064689061359779,83.47251436552172,0.8259750382873262
cerise#,2.4279443386205557,1.516826028980221,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus bleu~,2.0,2.0,200.15308287841918,12.398463458801164,26.81535897199595,10.0,83.6,1.7
cerise,2.4882920858540816,2.5846997915211403,190.00405288940487,24.31687741786493,11.598677001124747,10.405828369155497,92.69175238153058,1.6512478524004637
cerise#large~,2.3534610369246023,2.7965638617685804,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins vert~,2.0,2.0,189.72253441469152,-22.48709406300099,6.928784521018363,10.0,83.6,1.7
cerise,1.8081380275496026,1.29103977192757,202.08664042917025,4.807234177158777,8.658037672427842,3.5691355677708128,77.98372372778313,1.8767258119180117
cerise#long~,2.591764468467873,1.9461825321037234,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,216.47748716066275,22.30452805060186,0.8538089249688667,10.0,83.6,1.7
cerise,2.9367769428484864,1.7745474813142121,176.24992069984796,25.201968299135828,-4.372814730087697,2.8941208969678103,88.48846810036625,1.2163394156915261
cerise#,1.952269168646601,1.9510692913705807,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,191.82115663480553,-0.517825285415725,15.682559220613566,10.0,83.6,1.7
cerise,1.6823458446141442,0.4737225470284061,165.92278345874402,15.293619875807593,19.339073153197596,1.5197686424153645,77.83332905682425,1.8638006611680649
cerise#large~,1.543375906139083,2.674290598048871,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,191.44395634018653,11.839715570640337,11.448247462146982,10.0,83.6,1.7
cerise,2.0239620404444527,2.3465178873100023,172.12079412773315,23.11646183399602,18.445486140158078,7.52281481251936,84.60610786933609,1.6311427622193004
cerise#,1.7996851907341052,1.5671185637134557,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,202.46767963058264,7.6324165166823645,13.785015448913425,10.0,83.6,1.7
cerise,1.2913526790800192,1.9432762077796608,166.69882368374329,24.499641217486435,11.825542951042063,13.422551914639016,81.65248142517578,1.25250558964697
cerise#,2.030503193442777,1.979603693386919,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,219.23038825461987,13.334841709329856,24.487902092627138,10.0,83.6,1.7
cerise,2.3662524256016977,1.365635588339146,189.30071298671453,-11.694219354692237,12.314865034824043,12.721665197191925,88.65388707002576,2.0184612553961827
cerise#,2.3136830949931078,1.5936108650834617,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus vert~,2.0,2.0,184.98959585812372,27.8594773572943,23.189913781260532,10.0,83.6,1.7
cerise,1.3322157867531683,1.9674697799417096,184.27762541594868,28.78194637216468,1.879490816200562,8.375713317329616,80.69291973294443,1.0481500451679162
cerise#petit~fin~,1.2450388618072727,1.1018918746234312,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins bleu~,2.0,2.0,190.3614929185318,-0.10019755137715158,-15.386120232083599,10.0,83.6,1.7
cerise,2.2459864661384197,2.631100870167605,180.415779148074,2.5220628752432273,1.236683043038365,13.055947176617945,83.2147431302838,1.2309628330787004
cerise#,2.32937975089433,1.9998027495906283,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,178.8992838199481,4.277258740406968,7.626529768697633,10.0,83.6,1.7
cerise,1.7865280894375657,2.5813356193203,171.8599177944888,12.125983982945243,-2.522749928234159,10.170650246043444,84.32107656154805,1.686618641259867
cerise#long~,2.8868306987973873,2.0973903662249684,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~plus vert~,2.0,2.0,235.44396551827026,31.61999591141585,21.264055052135145,10.0,83.6,1.7
cerise,2.7635359409944944,1.7903649904257375,189.00894847847067,5.4335873485294,14.062266187458379,11.83592511196174,79.1641605665377,1.6278985585026728
cerise#,1.8059315880785247,1.5220438747121197,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus bleu~,2.0,2.0,192.92795798995596,18.345122007525184,47.624279597708956,10.0,83.6,1.7
cerise,1.9893256659282241,2.2346729646208128,185.38668410033299,6.5690131885200715,-3.363689514647982,7.7338034113248595,76.44541626513401,1.5098728119639462
cerise#long~,2.6516034262586965,1.5770263117654024,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins vert~,2.0,2.0,184.7052914357285,-10.56782503611246,12.57647753097482,10.0,83.6,1.7
cerise,1.6845751636964261,2.8490432730762736,184.6079658470671,6.140425876995222,12.182790491360588,9.641632128860051,84.19222398467434,1.0206237790166501
cerise#,2.1832819940542723,1.8972307897939915,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus vert~,2.0,2.0,187.83129915844086,29.61171755425756,9.690152131696763,10.0,83.6,1.7
cerise,2.302898546511299,2.271304376238938,187.10702219578215,10.916080503989447,0.8841667884949036,12.250988759049559,79.23207777068406,0.9962331335248614
cerise#large~,1.8891830308305253,2.5180527075624832,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,175.71092811513725,17.05896303784077,7.733235484087622,10.0,83.6,1.7
cerise,2.6261729905025932,1.8378008429926826,179.22179682611258,14.895050335578965,-12.615451679530295,6.177019011642401,87.52937052224708,1.3816406226052873
cerise#,2.067645391818994,2.094870924844204,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins vert~,2.0,2.0,186.31304338866497,-7.393005381066452,24.672263661368202,10.0,83.6,1.7
cerise,1.4051380594339813,2.9877465268445595,162.73852993271632,14.588279221061264,10.831136760608322,15.312771204165177,85.39439760771955,1.7103253309060213
cerise#,1.5604611357882177,2.0613290325902645,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins rouge~moins bleu~,2.0,2.0,169.73269116430646,14.236930304656624,-12.590599699270975,10.0,83.6,1.7
cerise,1.4491869357478355,2.1655646954306382,190.92149784527479,5.892442946730384,51.01134936945162,12.87052187180775,76.64737458406033,1.7952170586070086
cerise#,2.039301988645052,1.854748530341172,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,205.10170531005812,17.9891177967286,7.045886481062487,10.0,83.6,1.7
cerise,1.457011715458454,2.8197415963238335,170.31052862343367,25.731276237347068,23.152255108611183,7.280604510904558,85.30205390327126,1.7170113973916734
cerise#,1.726214190870237,2.475411920989297,187.0,11.0,11.0,10.0,83.6,1.7
cerise#,2.0,2.0,192.47504776583045,0.3988769784332522,19.78787615953881,10.0,83.6,1.7
cerise,2.8636587075263127,1.9793621145161653,198.58391716333597,40.44488017763848,12.586874014286586,5.142798905614222,80.3195103986328,1.596920359108704
cerise#,1.9264770772515463,1.5881083729320498,187.0,11.0,11.0,10.0,83.6,1.7
cerise#moins rouge~moins bleu~,2.0,2.0,170.59566825166021,11.15591957721956,-29.769755904224056,10.0,83.6,1.7
cerise,2.232573585054574,2.1585193438298274,177.30994307862835,16.54957275605975,20.59288164521562,10.590032028289043,81.93077300551967,1.7861682831578167
cerise#,1.6672797925847134,2.3798920324190243,187.0,11.0,11.0,10.0,83.6,1.7
cerise#plus rouge~,2.0,2.0,208.51014962854978,7.581408299782567,8.379868994919136,10.0,83.6,1.7
cerise,2.842180170327912,1.6944673603161227,177.40878856154302,9.504896463901325,11.861844691055127,7.301116874177108,90.70949447006866,2.2428099760943354
cerise#long~,2.6635470069501115,1.7426593396544436,187.0,11.0,11.0,10.0,83.6,1.7
banane#petit~,10.48939256530948,2.735030750583249,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins rouge~,20.0,3.0,163.92100097470802,186.55940772094237,-1.8767248601968207,5.0,75.8,2.0
banane,24.38293774121159,0.5356348881656086,248.3353603086797,170.38463060155135,13.308878062839435,5.142607662814624,69.85487597708986,2.2922647329334507
banane#large~,20.675131700726112,3.512477862029848,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins bleu~,20.0,3.0,209.66455961685327,188.64283266212166,-16.604866093630093,5.0,75.8,2.0
banane,24.84352145992987,-3.4140014345661545,231.99575652062126,154.26249307567446,10.35561169118688,-4.025946996426633,75.16234625093286,0.8490999704118527
banane#,23.770053971963613,3.3901693409405307,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus vert~plus bleu~,20.0,3.0,222.21388535922588,204.89962466054988,33.220335674709744,5.0,75.8,2.0
banane,19.751142271737056,1.0169556257211194,204.6467450475467,163.52804293237682,-6.61012222211577,6.9362384749228605,72.3248049835231,1.4718950125220165
banane#,19.63072586639858,3.3232027527989,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,202.34267009480502,200.04243575645518,12.635124970816033,5.0,75.8,2.0
banane,22.663633250314614,-1.9615603564184827,207.994247965598,159.7287490529576,-24.748079929359772,1.1831228243338634,80.35616028442523,2.6538263624484997
banane#fin~,19.743356973645362,2.355841869655549,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins vert~,20.0,3.0,193.968254904476,148.7250664286779,-1.5120766850201592,5.0,75.8,2.0
banane,24.68027840857448,2.140015637622439,183.0299318974935,176.52673328827441,19.26740112774517,5.411938561354652,84.69227700401076,1.8037382952461378
banane#,15.569481339366956,2.937973583008829,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus rouge~plus vert~plus bleu~,20.0,3.0,232.86383384222987,219.25497294786294,35.98717452681086,5.0,75.8,2.0
banane,23.133827568191993,2.871822524845827,203.9957400765052,205.23988492288188,33.69843463087583,4.6200922406023945,73.06081810868997,2.737300212586242
banane#,24.47643912805729,2.6336398678502198,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins bleu~,20.0,3.0,215.5001563251712,164.04694495491862,-29.501756458519893,5.0,75.8,2.0
banane,20.12765553757151,3.432352581232039,210.58685221543954,190.25716520298977,14.063378910544785,8.74857537176524,77.53602778750775,1.5717732929311892
banane#fin~,18.540120832088512,2.137594298777601,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,207.96540186722325,170.17039506421798,14.031068387032228,5.0,75.8,2.0
banane,26.43288419668102,-4.03622145154571,195.87207251423095,127.58031381696743,-23.419378572556436,6.444665404974646,72.28223508174993,1.7658689994047243
banane#long~,27.651011034948503,3.4876055353429014,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus vert~moins bleu~,20.0,3.0,191.88950031799394,208.65422620305577,-18.58336374832446,5.0,75.8,2.0
banane,29.70897809614855,-2.3285006160474158,241.49280516539073,195.07565306148982,12.853730730408488,7.090955713554546,78.90185574832923,1.7421316051397762
banane#petit~fin~,11.250095155238625,2.3967052480031956,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins vert~,20.0,3.0,202.98896371651404,125.66962003280102,-9.551333361842243,5.0,75.8,2.0
banane,29.15786228808583,-1.2675120408638714,213.3681304481249,183.83341230491675,-3.869644373724503,9.314123932619314,70.31766653355993,2.0748934604791684
banane#large~,20.267249446379026,3.6087908158072914,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus bleu~,20.0,3.0,195.7907084708882,192.13778487318115,45.95609061431083,5.0,75.8,2.0
banane,13.875776779253526,3.5882778485170794,187.60085862193634,200.93429006300636,2.0142395938501796,5.254563492768904,82.31164365160895,1.121411515907805
banane#,17.931120820994497,3.493373459449665,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,190.6147948495001,182.8437753952512,4.552603964451537,5.0,75.8,2.0
banane,18.95605350118634,6.723348748968762,239.25814230694562,176.22885109472708,44.93950379042079,-1.9654910027627865,77.05746499421292,1.4126427907658432
banane#fin~,16.186126691125068,2.210707186922421,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins rouge~,20.0,3.0,186.76839488659527,175.25295995036217,6.849058375989186,5.0,75.8,2.0
banane,23.01288860443528,2.9308705761875795,205.32399651680254,176.19431630959798,29.875863096978915,8.391173611410402,69.81110416964968,1.1724761718110543
banane#long~,25.46542035412868,2.7522208113885767,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins vert~plus bleu~,20.0,3.0,209.14300291877322,157.27843567564992,55.406130305568425,5.0,75.8,2.0
banane,15.069596029594344,2.3731990972196106,219.6349012096823,183.67638771977192,4.738651764188923,3.460920590886652,75.67127794667873,3.3894210336074786
banane#long~large~,25.860650419972767,3.506815164829621,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,223.07828752448677,190.29902475138704,-10.680604263509903,5.0,75.8,2.0
banane,17.304901892263732,3.9090794438176104,209.6796689788092,170.67495098913915,20.92330874940099,5.159175920309814,80.38306305322557,1.1959963120132482
banane#,18.584646037296245,2.5832261802912315,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins vert~moins bleu~,20.0,3.0,226.15481031612794,158.27153622346987,-16.866087109266235,5.0,75.8,2.0
banane,25.64801386062225,-6.000315513609509,251.97602052321304,175.95294945032487,12.5589408610494,9.827038173898137,71.9174181440627,3.254384332611009
banane#,22.057198807030876,3.3825622070483488,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus rouge~plus vert~,20.0,3.0,259.72720675577506,213.9290644113988,-11.32415767828179,5.0,75.8,2.0
banane,7.5604973127090584,-2.978723631384123,221.2089539209459,184.09459254792668,19.382158580005754,8.915665773479908,78.37890308471319,1.9454188537780839
banane#fin~,19.861614141007212,2.2264899211515554,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus rouge~plus vert~moins bleu~,20.0,3.0,231.9115288638961,203.29994526494164,-17.74130572901987,5.0,75.8,2.0
banane,16.72594171370535,1.3678103734668239,240.82462438059804,184.37195246327866,-3.42206434834776,9.11815997174165,72.92090745834469,2.8648535604134207
banane#,16.095420093581076,3.2318923837222364,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins vert~,20.0,3.0,194.71569221264613,136.0762367811182,-5.409297444845599,5.0,75.8,2.0
banane,14.136163210679214,10.055910595581931,207.10126789614165,154.00464372420998,27.297591100444095,-1.933634334390928,84.1375044827556,3.6990182040382766
banane#petit~,9.326127823895327,3.2260572699795964,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,218.7620848677351,201.4419432393631,5.74369438276944,5.0,75.8,2.0
banane,25.49106015580404,-1.6897530190101602,244.81882508779614,177.8947230118951,7.606632257584949,2.7824849574078225,70.6623854125351,4.0049554781811985
banane#long~,25.915160806139838,2.679152016919075,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins rouge~plus bleu~,20.0,3.0,170.19696138779983,173.0812718012556,35.83575741335103,5.0,75.8,2.0
banane,17.91729544186197,1.6166789678057267,203.9348448005867,168.54454423971677,15.311135999768226,1.352639268304574,76.72825897025919,2.9592152461845895
banane#,21.279961820094517,2.988591485118173,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus rouge~plus bleu~,20.0,3.0,229.52030872394826,180.18553318418915,28.369277306735796,5.0,75.8,2.0
banane,23.37498009955869,5.697825926980164,210.91400193843987,178.46403421497735,47.938900647506145,4.728366304774746,71.85393020057298,2.5969346471380432
banane#,16.9721261602174,3.47662957069056,209.0,182.0,6.0,5.0,75.8,2.0
banane#,20.0,3.0,211.3638498967517,190.2669587099763,5.081680499230239,5.0,75.8,2.0
banane,29.478749347630668,2.1830812829569144,179.0577239108048,164.4039595835466,-22.837409147202166,3.8625198902734645,72.8223909931179,0.6930113624390077
banane#,15.819961839037536,3.0413675684547767,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus vert~,20.0,3.0,195.62918327184295,207.21931664855092,-4.194732173170987,5.0,75.8,2.0
banane,26.20766679919454,9.110575897930804,235.11260352292484,187.66357689298465,-16.466426362919215,2.7889369649765863,67.54320494225468,1.3540839721008857
banane#long~,25.2610884566325,3.0294083587747425,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus vert~,20.0,3.0,208.23462674073173,215.51891886278514,-8.93322152895007,5.0,75.8,2.0
banane,19.747064613216992,-1.3111875740881613,206.87668938608897,177.75144843823864,-19.2260869134523,12.280909279431464,71.59078846626406,2.9659617246622085
banane#,15.274135804852246,2.8687598525397138,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus vert~,20.0,3.0,213.61720145774052,213.15844850352966,-2.12406915535545,5.0,75.8,2.0
banane,21.306455603815223,4.717668951009957,223.76981762472508,204.21498042267325,-19.54332656334396,9.925720341800393,75.97555484305082,0.6565323563344054
banane#fin~,22.373272544250536,2.281288547209107,209.0,182.0,6.0,5.0,75.8,2.0
banane#plus rouge~,20.0,3.0,235.05539298277577,176.82780034176386,-5.4683318349036245,5.0,75.8,2.0
banane,25.948642855452334,-10.211969494711362,223.82202849951906,173.76704947023026,0.08818667101153999,2.2001308224657103,77.79833940959304,1.9489869732317022
banane#large~,19.072615211018498,3.585375890561696,209.0,182.0,6.0,5.0,75.8,2.0
banane#moins rouge~,20.0,3.0,177.01971373944633,201.4697409630152,18.626744925852257,5.0,75.8,2.0
