,longueur,v_longueur,largeur,v_largeur,teinte,v_teinte,sucre,v_sucre,eau,v_eau,fibres,v_fibre
carotte811,15.0,7.0,3.0,1.5,12.176105927266802,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte812,0.9740372736786895,7.0,-3.8647963653934525,1.5,10.692683100251433,4.0,6.018327979714973,1.0,88.21317396640411,3.0,2.8505018263351376,0.6
carotte813,9.16277990683971,7.0,11.322096787186492,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte814,15.0,7.0,3.0,1.5,9.99315397508069,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte815,13.68046522949506,7.0,0.0036489772251258046,1.5,5.799025946223584,4.0,6.072917511968118,1.0,90.81803135664916,3.0,3.0528684283964203,0.6
carotte816,3.124043334301696,7.0,-1.1492965069641148,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte817,15.0,7.0,3.0,1.5,13.346784355904223,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte818,17.38700220109554,7.0,4.161288613783994,1.5,6.333608334218522,4.0,3.144829171606057,1.0,92.96456214114866,3.0,2.3710596982802836,0.6
carotte819,21.979696413047503,7.0,-0.16281003344152412,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte820,15.0,7.0,3.0,1.5,11.44485593200948,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte821,10.688969165090477,7.0,5.791295750713912,1.5,11.780934558572122,4.0,6.6532830318956755,1.0,89.37581381652306,3.0,2.294135807828405,0.6
carotte822,14.52431023264941,7.0,-3.6689388717266658,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte823,15.0,7.0,3.0,1.5,13.228804825198134,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte824,30.814202268964294,7.0,7.319247005942909,1.5,16.20495874598133,4.0,4.255839814032314,1.0,85.05768562381837,3.0,3.1800487930379955,0.6
carotte825,18.234732609641334,7.0,0.7717489688271666,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte826,15.0,7.0,3.0,1.5,10.619347761916453,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte827,4.937969617760144,7.0,0.7160977493904359,1.5,11.187639048562497,4.0,6.1317547916429636,1.0,95.57885341517147,3.0,3.1797409079886303,0.6
carotte828,32.38471433042989,7.0,2.699957428740359,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte829,15.0,7.0,3.0,1.5,3.9281287257628277,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte830,21.698658053971663,7.0,8.575132185311787,1.5,12.961201196215558,4.0,4.434648144936372,1.0,99.32371015568765,3.0,3.359985571839,0.6
carotte831,12.949027398543809,7.0,10.792421035354659,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte832,15.0,7.0,3.0,1.5,2.0314541260679597,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte833,23.454576155584142,7.0,4.9653201061693775,1.5,11.00291136997692,4.0,3.7249644452324344,1.0,89.85570747671726,3.0,2.862616577842519,0.6
carotte834,15.559884192463784,7.0,-2.8984168152622285,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte835,15.0,7.0,3.0,1.5,2.9095019114981913,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte836,22.10993139431111,7.0,-0.03276688114058146,1.5,8.405232630034558,4.0,5.040756634227195,1.0,85.67805517187924,3.0,2.208071586039495,0.6
carotte837,9.99545902262184,7.0,10.676134059837555,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte838,15.0,7.0,3.0,1.5,6.8851652422091245,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte839,15.381938058080808,7.0,-0.040845115468717275,1.5,7.188287283673235,4.0,6.282971572324827,1.0,85.62635858247303,3.0,3.4901791843685417,0.6
carotte840,7.972665214499999,7.0,5.7054441433306,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte841,15.0,7.0,3.0,1.5,11.107164148371375,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte842,9.500011285831171,7.0,10.565614059985217,1.5,10.622421739297133,4.0,6.2589571515851485,1.0,90.84089309876119,3.0,2.0103931141270737,0.6
carotte843,-1.3943108324326658,7.0,5.422632504982543,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte844,15.0,7.0,3.0,1.5,9.562132719381855,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte845,15.344977448974307,7.0,3.6698930934426075,1.5,5.20801184069369,4.0,7.263198246114879,1.0,90.02324281828275,3.0,2.8454656736613098,0.6
carotte846,17.963723558357817,7.0,6.034087558576899,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte847,15.0,7.0,3.0,1.5,12.057506046693003,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte848,15.442532630131858,7.0,16.92471105637424,1.5,3.0225825357320764,4.0,5.540103189009841,1.0,85.41146949281914,3.0,2.5706501034394633,0.6
carotte849,19.00803164042143,7.0,-4.4161896231667885,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte850,15.0,7.0,3.0,1.5,6.064455995444195,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte851,27.158439202909655,7.0,0.7749505120270426,1.5,15.62531414065274,4.0,5.727537959757674,1.0,86.06782539393002,3.0,4.206216413835856,0.6
carotte852,21.283486136278707,7.0,-1.2289518979132543,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte853,15.0,7.0,3.0,1.5,6.255751678659895,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte854,24.4874216947048,7.0,11.140022407115628,1.5,6.654352102261978,4.0,5.342122937212554,1.0,90.0115777335939,3.0,2.8132980304457336,0.6
carotte855,18.190011692176732,7.0,-2.6085076902303923,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte856,15.0,7.0,3.0,1.5,4.695821002411232,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte857,12.972030571195495,7.0,-4.328785302352383,1.5,9.209714851381507,4.0,5.0888906095397495,1.0,91.23019593575263,3.0,2.1303742045556477,0.6
carotte858,21.432266065271897,7.0,-2.414696760099301,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte859,15.0,7.0,3.0,1.5,16.11204566770949,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte860,14.999955297625059,7.0,3.557476875773181,1.5,2.7901110623112055,4.0,4.684016031695243,1.0,91.74867849992343,3.0,2.0125802592611874,0.6
carotte861,14.143899438715533,7.0,14.569941720219155,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte862,15.0,7.0,3.0,1.5,9.145713005518244,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte863,18.28760464012842,7.0,2.7443800801306963,1.5,12.8665254028409,4.0,6.621524488259027,1.0,87.39700571758046,3.0,3.33272229822341,0.6
carotte864,16.216634976371292,7.0,-5.336588518220388,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte865,15.0,7.0,3.0,1.5,20.796313516807714,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte866,33.58475279248253,7.0,-13.020081705541365,1.5,11.334361679011911,4.0,4.740145209470867,1.0,90.03318590617384,3.0,3.248446026230151,0.6
carotte867,17.378740027256534,7.0,-1.0290229573216871,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte868,15.0,7.0,3.0,1.5,3.467584882247138,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte869,9.209432417296412,7.0,8.706821684766826,1.5,12.440792263334906,4.0,5.499309831721683,1.0,91.03904095228934,3.0,2.752056461788573,0.6
carotte870,15.51699823609211,7.0,4.753321626442811,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte871,15.0,7.0,3.0,1.5,16.05829458528664,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte872,11.970091760139256,7.0,14.896063172490727,1.5,14.91529766212253,4.0,5.5757520732558135,1.0,91.84952026011304,3.0,2.605260899861418,0.6
carotte873,10.302858387808744,7.0,-3.5405472555723936,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte874,15.0,7.0,3.0,1.5,10.524206026621414,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte875,5.539867453435594,7.0,9.536568220943826,1.5,18.459513232075086,4.0,4.022576483121259,1.0,89.1267660996943,3.0,2.630429431440431,0.6
carotte876,14.987533030466611,7.0,-3.234205279592942,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte877,15.0,7.0,3.0,1.5,12.94429947726289,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte878,17.82363409516062,7.0,8.50567515140201,1.5,10.057946252751746,4.0,4.788150629947695,1.0,91.27163981564728,3.0,2.819624735986612,0.6
carotte879,13.260028976581085,7.0,8.495326380826196,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte880,15.0,7.0,3.0,1.5,4.340909977240561,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte881,10.070875878323584,7.0,14.222253996567577,1.5,13.177768900439638,4.0,4.863216502308619,1.0,89.80422834665877,3.0,2.504317949135199,0.6
carotte882,9.224892377394982,7.0,4.207530005293144,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte883,15.0,7.0,3.0,1.5,9.068659187431951,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte884,-4.566932125790494,7.0,8.855441114600788,1.5,11.66436602203839,4.0,4.54932079979889,1.0,92.25005954549032,3.0,1.7347160902337224,0.6
carotte885,6.586817283226237,7.0,4.5592739986065105,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte886,15.0,7.0,3.0,1.5,3.1839653962635435,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte887,7.833745912678993,7.0,-1.5850784970216996,1.5,10.662315562804341,4.0,5.722056264861743,1.0,93.91292846625622,3.0,2.672795018201142,0.6
carotte888,4.953441283560258,7.0,18.429375687474845,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte889,15.0,7.0,3.0,1.5,9.574429569215667,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte890,16.233271408607592,7.0,-5.349302193672287,1.5,12.391819746063662,4.0,4.90399836583578,1.0,91.80433363341082,3.0,2.4296083356780076,0.6
carotte891,6.813103146406998,7.0,21.02583860204158,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte892,15.0,7.0,3.0,1.5,15.699944789325933,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte893,15.768226583812188,7.0,4.817882323173604,1.5,14.168965876498412,4.0,4.998437598098593,1.0,84.2189111034562,3.0,2.150273881665196,0.6
carotte894,4.990239875147974,7.0,3.3918997240134146,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte895,15.0,7.0,3.0,1.5,11.38183137718725,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte896,9.734253620625985,7.0,8.03314291062875,1.5,14.915744112033988,4.0,5.744435723700298,1.0,85.54364557138939,3.0,3.4111414369609587,0.6
carotte897,12.757136332549447,7.0,3.1050763308941045,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte898,15.0,7.0,3.0,1.5,11.150343317207124,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte899,10.261264587533336,7.0,2.871164618311769,1.5,1.8688651030133752,4.0,5.330386360262132,1.0,93.19306970766188,3.0,3.586563647940991,0.6
carotte900,8.348999527639048,7.0,11.457270705823708,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte901,15.0,7.0,3.0,1.5,12.48076577394931,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte902,10.297942817538454,7.0,-15.966842697259043,1.5,9.639876597383605,4.0,4.009491941139297,1.0,93.45395890370388,3.0,2.313056384969245,0.6
carotte903,21.45951028955283,7.0,4.411951628651762,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte904,15.0,7.0,3.0,1.5,10.828497115356742,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte905,15.119932076483934,7.0,16.664607323309554,1.5,2.818483773522537,4.0,7.183150396663216,1.0,92.39491251480827,3.0,3.332789719464502,0.6
carotte906,23.8063540302822,7.0,-19.139616191387283,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte907,15.0,7.0,3.0,1.5,3.873797215439815,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte908,3.6079215663617354,7.0,1.7511050244588635,1.5,16.21835608577359,4.0,4.801756444932328,1.0,92.45778702568225,3.0,2.0065925738576356,0.6
carotte909,29.81603454783889,7.0,4.101437265123799,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte910,15.0,7.0,3.0,1.5,14.861485913985357,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte911,19.325756986891868,7.0,5.9352076036028585,1.5,9.06488502846733,4.0,5.9503957824649385,1.0,88.2337759276796,3.0,2.943578595366547,0.6
carotte912,11.599678150717804,7.0,-7.201701003416746,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte913,15.0,7.0,3.0,1.5,14.94606188631019,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte914,20.419876601844663,7.0,-2.5746036629887286,1.5,2.9778051000966537,4.0,5.075644961149042,1.0,88.16108467789859,3.0,2.90617686769112,0.6
carotte915,9.255774588423805,7.0,-1.9932022355749472,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte916,15.0,7.0,3.0,1.5,10.149889324147331,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte917,8.621881242806685,7.0,0.15556517729885222,1.5,9.792212968004755,4.0,6.093596711812193,1.0,90.84426012737687,3.0,1.8801948613395298,0.6
carotte918,15.632092595057374,7.0,7.5182170078495885,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte919,15.0,7.0,3.0,1.5,8.964979680910934,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte920,16.557405743878295,7.0,-5.936384852561961,1.5,8.589881539947905,4.0,7.10259010447378,1.0,91.69573964163676,3.0,3.0535305591456168,0.6
carotte921,21.95702428538219,7.0,4.325389294084937,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte922,15.0,7.0,3.0,1.5,9.038369749618292,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte923,9.205283550754181,7.0,12.393916044322916,1.5,13.074567970874623,4.0,6.261551150667207,1.0,92.68440552708991,3.0,1.537298184729575,0.6
carotte924,5.835693697133259,7.0,-2.200179918800373,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte925,15.0,7.0,3.0,1.5,9.63192461787413,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte926,1.6896530818948694,7.0,-4.458682855762656,1.5,8.957125824478286,4.0,4.974267972932985,1.0,91.70167869878563,3.0,3.26274474544814,0.6
carotte927,13.306919967039331,7.0,17.787409837880723,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte928,15.0,7.0,3.0,1.5,5.23653507004263,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte929,21.77488845887935,7.0,13.867473871673576,1.5,9.396005920151698,4.0,5.47660572462776,1.0,90.02564916424451,3.0,3.152082985629879,0.6
carotte930,27.48236389141042,7.0,6.780056691253176,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte931,15.0,7.0,3.0,1.5,3.45176130758499,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte932,11.244752877147022,7.0,9.584256205908005,1.5,8.919942324192336,4.0,6.72021452920132,1.0,97.21764019080692,3.0,1.4958770780984294,0.6
carotte933,22.044788519521045,7.0,4.663136677482872,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte934,15.0,7.0,3.0,1.5,11.015952133411112,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte935,5.7421449565462055,7.0,5.279683665095479,1.5,8.687495341933777,4.0,6.545212297366757,1.0,90.45002344902974,3.0,1.7800438755732593,0.6
carotte936,11.89287002196338,7.0,-0.4299867397765649,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte937,15.0,7.0,3.0,1.5,8.791552247154042,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte938,10.33138892221519,7.0,2.8173075646240977,1.5,16.46352417826475,4.0,6.081781407169633,1.0,90.0168835374805,3.0,2.5289631009471636,0.6
carotte939,19.240527501584616,7.0,15.440760607670489,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte940,15.0,7.0,3.0,1.5,12.175738113208993,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte941,13.476187404686451,7.0,-2.5206400736027996,1.5,5.029373964967756,4.0,5.183994047430216,1.0,91.46031095796629,3.0,2.9228267920092557,0.6
carotte942,13.776477440214212,7.0,3.415835724966441,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte943,15.0,7.0,3.0,1.5,6.176278380581403,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte944,14.184549132109318,7.0,-6.690280189655468,1.5,13.53877855671133,4.0,6.19209800393682,1.0,94.6906513444276,3.0,2.672349518827672,0.6
carotte945,9.343005987688562,7.0,3.90243222242251,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte946,15.0,7.0,3.0,1.5,12.827580756770729,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte947,13.558403550653898,7.0,-0.04728393481661364,1.5,10.432680515936811,4.0,4.825627868750265,1.0,91.19039509029854,3.0,2.252948622212952,0.6
carotte948,8.408350196527609,7.0,-2.3313849863997085,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte949,15.0,7.0,3.0,1.5,4.222359997982544,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte950,8.7651417970249,7.0,-1.7566606071450659,1.5,11.840427582179446,4.0,2.6863797006694936,1.0,94.49458759872684,3.0,2.172228900353458,0.6
carotte951,19.961533186793837,7.0,10.171475836191393,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte952,15.0,7.0,3.0,1.5,10.899694528505002,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte953,11.031332490389438,7.0,6.063259546622584,1.5,17.14201953521476,4.0,5.631438776680587,1.0,96.8062408012294,3.0,2.56493865463286,0.6
carotte954,10.39401945876525,7.0,12.720246070647786,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte955,15.0,7.0,3.0,1.5,8.242763151644791,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte956,-3.0868028722838865,7.0,11.673627631569405,1.5,6.535851069411565,4.0,6.127696618133261,1.0,90.19898622620366,3.0,1.6617665237357626,0.6
carotte957,6.374508044200333,7.0,8.05512787687844,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte958,15.0,7.0,3.0,1.5,6.223557248542339,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte959,27.098166131383245,7.0,6.206439616848044,1.5,13.852430288230545,4.0,4.440011242514397,1.0,95.31110041910131,3.0,3.1285163320206597,0.6
carotte960,19.856418001995557,7.0,-4.680093147305531,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte961,15.0,7.0,3.0,1.5,1.18542049430339,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte962,13.329738401935685,7.0,-0.5823082092186,1.5,4.222397025922898,4.0,4.2922398201558964,1.0,91.27908849769585,3.0,2.7298223805225534,0.6
carotte963,6.472975893189162,7.0,9.213624542695936,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte964,15.0,7.0,3.0,1.5,9.950757245398453,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte965,27.6728454994513,7.0,-0.5266148677774134,1.5,11.740971026287497,4.0,5.022421952189369,1.0,88.06683639667283,3.0,3.3803055610374164,0.6
carotte966,24.941355530497976,7.0,-4.575266498089842,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte967,15.0,7.0,3.0,1.5,11.957827065428498,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte968,9.92977540702676,7.0,5.6562435107118745,1.5,10.25333733899757,4.0,5.682870242618905,1.0,96.95691299572485,3.0,2.4373872860686236,0.6
carotte969,-0.40291157558364965,7.0,-12.747785526123968,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte970,15.0,7.0,3.0,1.5,10.64982520606655,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte971,10.056457569484204,7.0,3.5044859275954092,1.5,12.204582014089729,4.0,6.383620650243721,1.0,90.83693946302184,3.0,2.9358239754579776,0.6
carotte972,17.53160074374349,7.0,-2.9784221467138385,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte973,15.0,7.0,3.0,1.5,7.089483334958485,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte974,8.526159682234216,7.0,15.686479763547675,1.5,5.782243463233372,4.0,5.942065182266026,1.0,84.65434729376193,3.0,2.6195304072896435,0.6
carotte975,10.471878795146047,7.0,-2.4223566558152267,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte976,15.0,7.0,3.0,1.5,14.336717321860363,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte977,9.202887416812533,7.0,-13.12257328407727,1.5,13.235369513791326,4.0,4.487940924522444,1.0,93.29272987351882,3.0,3.0049062243579874,0.6
carotte978,14.97563453300701,7.0,9.286690814168274,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte979,15.0,7.0,3.0,1.5,4.722900703077462,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte980,10.894815981989922,7.0,8.340519425233328,1.5,13.245968863130683,4.0,5.029954690424603,1.0,88.46006581902869,3.0,2.1640608915595054,0.6
carotte981,20.06509550206345,7.0,1.8338057095235958,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte982,15.0,7.0,3.0,1.5,7.969796762557297,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte983,20.343100065992978,7.0,2.945450510329965,1.5,14.75823331292787,4.0,5.550297768017855,1.0,93.84728013008683,3.0,0.8292497961091447,0.6
carotte984,1.9122059770967201,7.0,4.970344366382365,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte985,15.0,7.0,3.0,1.5,11.072205791844285,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte986,21.904267506329504,7.0,6.414164998368385,1.5,7.170628901800418,4.0,6.159087687245832,1.0,88.01995538778766,3.0,2.363363349676461,0.6
carotte987,24.44827110537073,7.0,7.73906560387167,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte988,15.0,7.0,3.0,1.5,7.9916852169397306,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte989,18.07776212471007,7.0,10.557035488400178,1.5,9.013645516079137,4.0,4.813130600279644,1.0,88.76279501780236,3.0,2.8727355353835327,0.6
carotte990,9.280897682150833,7.0,5.312047056139384,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte991,15.0,7.0,3.0,1.5,10.11385286971389,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte992,9.81725208546209,7.0,-4.399705962538328,1.5,4.713631970383671,4.0,6.723125660625775,1.0,87.02202808064207,3.0,1.8079847325493805,0.6
carotte993,16.99927973529293,7.0,4.002352856648283,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte994,15.0,7.0,3.0,1.5,9.589581362060798,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte995,22.750257320959136,7.0,13.951039732305766,1.5,12.752166752691814,4.0,7.1169580890513915,1.0,91.0624063897942,3.0,2.918808859047806,0.6
carotte996,4.389641638937594,7.0,4.72493546983639,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte997,15.0,7.0,3.0,1.5,6.762165960026286,4.0,5.4,1.0,90.0,3.0,2.7,0.6
carotte998,16.073031622070317,7.0,11.583648878283116,1.5,9.302322208056541,4.0,6.858748660484166,1.0,89.79069055459382,3.0,3.4134138634167863,0.6
carotte999,16.382196745139368,7.0,3.6021641848359742,1.5,10.0,4.0,5.4,1.0,90.0,3.0,2.7,0.6
cerise0,2.122168774105159,0.5,1.9536193564409825,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise1,2.0,0.5,2.0,0.5,93.96265663341359,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise2,1.4448599528781463,0.5,2.42738799244806,0.5,87.93807052028038,10.0,17.89918658699004,5.0,89.01106630111212,5.0,0.2940343530651186,0.5
cerise3,2.5618947174829994,0.5,2.3539026067473814,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise4,2.0,0.5,2.0,0.5,83.27026616821682,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise5,1.6248189831334314,0.5,2.1619750798895097,0.5,105.74204129113738,10.0,12.190633620481677,5.0,89.52867513127471,5.0,0.9774607562824441,0.5
cerise6,1.6005373811211658,0.5,1.5202928263826845,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise7,2.0,0.5,2.0,0.5,78.54122641992628,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise8,1.977439045394904,0.5,1.8540293584049243,0.5,84.85613745328813,10.0,7.353112929067394,5.0,85.1241837893998,5.0,2.2321071178408394,0.5
cerise9,2.582421274627006,0.5,1.4012031923475128,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise10,2.0,0.5,2.0,0.5,82.64682226371801,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise11,2.0029254824387306,0.5,1.284113261329944,0.5,86.88551355487226,10.0,12.997593956262513,5.0,83.38774481390816,5.0,1.149523813294584,0.5
cerise12,1.8204325531994552,0.5,2.63488343405022,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise13,2.0,0.5,2.0,0.5,101.08183649641457,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise14,1.8866503257944158,0.5,2.018171950667383,0.5,87.51952776594194,10.0,15.658161289181688,5.0,78.10616545933314,5.0,2.1468079797335964,0.5
cerise15,2.120328805242886,0.5,2.5474357098311815,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise16,2.0,0.5,2.0,0.5,98.38478936714169,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise17,2.3631546362704525,0.5,2.599242368978103,0.5,100.11804881421911,10.0,3.9177105003626203,5.0,82.61026349224248,5.0,1.684902168736264,0.5
cerise18,1.8678219022530937,0.5,0.9827346583063692,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise19,2.0,0.5,2.0,0.5,99.093186169923,10.0,11.6,5.0,83.6,5.0,1.7,0.5
cerise20,2.0884097450492223,0.5,1.3524919348674043,0.5,95.65715500013546,10.0,19.26344728063767,5.0,87.53192986860772,5.0,0.978698871519371,0.5
cerise21,1.8629421552733516,0.5,1.7860166425332435,0.5,95.0,10.0,11.6,5.0,83.6,5.0,1.7,0.5
