,longueur,v_longueur,largeur,v_largeur,r,v,b,v_rvb,sucre,v_sucre,eau,v_eau,fibres,v_fibre
carotte460,15.0,7.0,3.0,244.0,101.058937049908,25.856754776139862,11.58641695271006,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte461,9.432105172059575,7.0,-1.4615104455042935,244.0,100.80299393699232,32.032524653688846,8.446802241316187,4.0,1.919457509124558,1.0,87.41616904075319,3.0,1.5859266845680111,0.6
carotte462,12.346594142650046,7.0,171.602096318789,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte463,15.0,7.0,3.0,244.0,104.99229334128563,25.098038519751448,9.476284772093042,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte464,18.320062362783528,7.0,14.226159050495832,244.0,106.95402893973834,37.269389801848305,10.375133474464075,4.0,0.2034580599003415,1.0,86.73116085193048,3.0,3.1250377930474835,0.6
carotte465,27.233547267773567,7.0,88.60288524113251,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte466,15.0,7.0,3.0,244.0,109.75511559998921,24.698647010529104,22.17597376853343,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte467,7.8418398864060865,7.0,0.7573317420392467,244.0,102.23277197875389,28.479306404917693,4.547252647624068,4.0,2.4706692428959967,1.0,95.9323245395799,3.0,2.1354482928409038,0.6
carotte468,32.53513078955589,7.0,18.530061711089843,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte469,15.0,7.0,3.0,244.0,107.13177027481001,21.27110021287327,13.12203907810904,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte470,23.848827743426185,7.0,15.599112494333284,244.0,99.10983614497432,21.91179013717332,15.753634134792055,4.0,0.7875692154048017,1.0,93.78018021500728,3.0,2.6831721206243517,0.6
carotte471,12.15902103854105,7.0,-73.21777047803654,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte472,15.0,7.0,3.0,244.0,104.35942646310133,31.857646431937475,7.2713045082984795,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte473,11.672767135281436,7.0,4.404057483866294,244.0,101.53156346877736,28.356940894282232,0.0788013559188343,4.0,1.6636800832873782,1.0,88.27661854443262,3.0,3.322055312745398,0.6
carotte474,15.519543930378417,7.0,379.73197662748004,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte475,15.0,7.0,3.0,244.0,107.7091854733993,32.244099612944694,11.407532232032075,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte476,16.0533925836084,7.0,6.453375368586437,244.0,101.36663146067632,24.87449273067343,5.859191447622934,4.0,0.6573929381956729,1.0,89.56093871722481,3.0,3.3056377058100326,0.6
carotte477,34.524625871691725,7.0,-328.77235858681433,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte478,15.0,7.0,3.0,244.0,94.19731354993917,20.961098539647526,16.60935641851228,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte479,10.754039623930819,7.0,6.295765382395041,244.0,103.70620569985915,26.42912880103163,8.496827464317244,4.0,1.4074454529482558,1.0,87.72976085514331,3.0,3.492742792141613,0.6
carotte480,9.298999697418182,7.0,-81.43441940780713,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte481,15.0,7.0,3.0,244.0,100.62944693953413,31.186452501094855,7.067637795904159,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte482,17.697702343305075,7.0,4.539279262242199,244.0,106.91972889980403,22.388265071850775,5.913247000864395,4.0,1.93389989698646,1.0,91.65517840639961,3.0,3.542095674484248,0.6
carotte483,25.194829483155694,7.0,356.79278145052587,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte484,15.0,7.0,3.0,244.0,99.19099744236175,26.598632285410766,6.934016858141435,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte485,8.332882677387957,7.0,5.524646397997717,244.0,98.35452246691807,29.95096936990762,8.20662064405008,4.0,2.8616735879824913,1.0,90.41853055549863,3.0,2.3403636044843155,0.6
carotte486,13.546407487018893,7.0,47.01959869129037,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte487,15.0,7.0,3.0,244.0,93.46093738595847,30.07389275873897,12.250064196138409,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte488,16.8089259309443,7.0,5.257244930290321,244.0,97.36515835902917,26.365283460668316,10.45500109693111,4.0,3.6107108819847418,1.0,87.0500603262309,3.0,2.836385564218878,0.6
carotte489,8.64730128905879,7.0,895.087745639603,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte490,15.0,7.0,3.0,244.0,99.25245229862652,27.630582688384855,9.6944353622014,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte491,0.8388925634780495,7.0,2.2550409559924693,244.0,102.14630782063509,27.617532929360507,8.680029848383734,4.0,0.5106074836560132,1.0,89.10132473782286,3.0,2.651610471422692,0.6
carotte492,20.845389232314524,7.0,-197.33846201827888,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte493,15.0,7.0,3.0,244.0,99.4003063671477,32.38612010109188,2.4115936050479316,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte494,9.397614898561075,7.0,-3.2670099789563247,244.0,98.34377135630393,27.943977499957793,13.30192686479325,4.0,1.40043483323364,1.0,83.82837656302712,3.0,2.4829369019896745,0.6
carotte495,10.599594274571812,7.0,596.2536833131837,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte496,15.0,7.0,3.0,244.0,97.02143122440245,28.75096112134857,13.302875100420621,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte497,9.656983622150593,7.0,0.7182904114560293,244.0,99.5722021574266,21.613882643747942,15.80374508471903,4.0,0.3531927009651893,1.0,88.48749281534822,3.0,2.988527933730597,0.6
carotte498,17.277589557170074,7.0,272.80757769202125,244.0,102.0,27.0,10.0,4.0,1.0,1.0,90.0,3.0,2.7,0.6
carotte499,15.0,7.0,3.0,244.0,103.64091600955102,22.97279943396572,7.768552710660268,4.0,1.0,1.0,90.0,3.0,2.7,0.6
cerise0,1.1890918600121347,0.5,46.21228268708567,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise1,2.0,0.5,2.0,187.0,18.94577485456777,20.256074492942165,39.452472724746954,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise2,2.5946640132486625,0.5,2.8210731022365327,187.0,6.963204940771573,17.594876135219966,5.268741945791261,10.0,-1.048247845099457,5.0,88.5518357611894,5.0,0.9028485634824872,0.5
cerise3,2.6688021449768056,0.5,280.8474309817997,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise4,2.0,0.5,2.0,187.0,14.48610276676169,22.529285577023607,8.732279316385329,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise5,1.9466926744427995,0.5,1.6260173914611782,187.0,13.623309370929883,6.397815586549654,26.207909051056383,10.0,5.590500562598896,5.0,87.72915561111151,5.0,1.8997751529715259,0.5
cerise6,1.8699234420678483,0.5,73.74651786998207,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise7,2.0,0.5,2.0,187.0,4.570492040904137,12.666891576036276,20.48161642610741,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise8,1.1116284270103538,0.5,2.038746845580809,187.0,13.435341974542105,-1.2977018080060585,21.874909034547876,10.0,4.936086908186422,5.0,84.96471075414513,5.0,2.179599629180724,0.5
cerise9,1.8905472992251975,0.5,154.7922365333296,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise10,2.0,0.5,2.0,187.0,4.083074402242399,10.819781831100624,31.493264566568918,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise11,2.291635149963413,0.5,3.1369171090435852,187.0,8.684319652958225,22.34030310060929,6.490909870717367,10.0,5.756172531305659,5.0,86.49033906720153,5.0,1.2875046520025213,0.5
cerise12,2.4029163835185385,0.5,-108.14028005831449,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise13,2.0,0.5,2.0,187.0,9.146672231892001,0.17772223647219576,-10.121749587736613,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise14,2.0895793344485187,0.5,1.748644035037359,187.0,-9.214196719300304,14.288260510086495,25.682874562151326,10.0,12.48829145298905,5.0,80.98666308112138,5.0,2.4441382526320776,0.5
cerise15,1.530362904531834,0.5,205.26094143112945,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise16,2.0,0.5,2.0,187.0,9.159893918763542,25.849784003429548,9.098198254226514,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise17,2.974099755855516,0.5,2.212947608006228,187.0,-0.7991216429587205,21.17173266897959,24.06268236916877,10.0,9.958722265313423,5.0,84.9400441697933,5.0,1.6921268093697401,0.5
cerise18,2.0343647852852427,0.5,77.46593746980876,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise19,2.0,0.5,2.0,187.0,13.729438554920357,21.043560099504088,8.532261462259488,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise20,1.7676876094216658,0.5,1.6011012739994346,187.0,6.7845186073132755,14.22466806379817,13.24332920204292,10.0,3.5556765726131143,5.0,79.42742421490192,5.0,1.725182911378401,0.5
cerise21,2.0719490631505253,0.5,-182.1313326639064,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise22,2.0,0.5,2.0,187.0,10.663559586459732,4.066976273109026,27.836113795067988,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise23,1.9659309810796917,0.5,1.4051492861258175,187.0,6.861876874700886,29.64890796966385,18.845843879366534,10.0,2.6964440230416136,5.0,83.09465951434164,5.0,1.5250332276533403,0.5
cerise24,2.0949046903681117,0.5,59.59950489542243,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise25,2.0,0.5,2.0,187.0,15.35207907251501,42.460659853401566,11.347718765886725,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise26,1.7952127500090946,0.5,2.686727766855748,187.0,21.007365928492185,4.619778181036671,18.06236189864851,10.0,-1.1674511835835037,5.0,79.34958552451837,5.0,2.1907069974254356,0.5
cerise27,1.7913559160170485,0.5,120.89024798564728,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise28,2.0,0.5,2.0,187.0,15.229164292797556,9.035718223842139,15.586172114521363,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise29,2.248692256892724,0.5,2.207846024146634,187.0,6.841415980013618,20.498964996379993,27.88750433530819,10.0,8.345961430621408,5.0,85.42076517851379,5.0,2.0198196619815314,0.5
cerise30,2.0854506343384847,0.5,18.861796440302435,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise31,2.0,0.5,2.0,187.0,26.137855995006973,2.662774585234324,33.60664452467688,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise32,2.2094302025305095,0.5,2.7365254720637804,187.0,8.234836672093074,6.266572539486289,-1.7020188906984899,10.0,4.541545577748345,5.0,73.61955592255856,5.0,1.2352629855185997,0.5
cerise33,1.2833020211400032,0.5,265.4471297757141,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise34,2.0,0.5,2.0,187.0,-11.52228196183858,-16.0110339286863,23.215754480228135,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise35,1.6345857657692926,0.5,2.1059084601841827,187.0,-6.676190440638564,4.6261380753332215,6.383426849021468,10.0,1.9289875285217217,5.0,83.29274955698281,5.0,1.8723799336238984,0.5
cerise36,1.22574895723228,0.5,46.75040806255342,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise37,2.0,0.5,2.0,187.0,9.834079453712608,19.268448922278594,6.435375121171074,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise38,1.872365874558241,0.5,2.883886813369017,187.0,1.014159342108277,26.1098121575761,12.465366858798903,10.0,13.23263071129,5.0,75.64197262073353,5.0,2.485440301823803,0.5
cerise39,1.9388320051436037,0.5,158.50320401870798,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise40,2.0,0.5,2.0,187.0,32.81081101310549,21.831028314659257,8.530049370411945,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise41,2.2577462880936734,0.5,2.548515277153361,187.0,20.989592284986713,-0.14722721112317316,0.40509230832567766,10.0,7.321137649717757,5.0,81.96005098445593,5.0,2.1759556365399284,0.5
cerise42,0.27299132676164994,0.5,-10.667137573246633,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise43,2.0,0.5,2.0,187.0,-0.5505624252045287,15.458380370083585,13.662258207202473,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise44,1.4466344300971175,0.5,2.038535535086549,187.0,22.019122578290748,-1.3545377365553541,20.65195593571744,10.0,7.627090162376648,5.0,76.57778041256672,5.0,1.6046573193529627,0.5
cerise45,2.0393934828871796,0.5,-236.95193952344903,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise46,2.0,0.5,2.0,187.0,2.603823670590298,13.360957480783679,17.359321031341402,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise47,1.8873650051871111,0.5,2.238432836746403,187.0,10.073149945522239,18.75049759317659,14.419516772875918,10.0,6.428895215807852,5.0,79.69632682229391,5.0,1.2675295885552766,0.5
cerise48,1.540660557086343,0.5,-22.064331943417514,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise49,2.0,0.5,2.0,187.0,0.4549484190499271,-0.2843473471814608,16.34554251297087,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise50,1.7817380758703658,0.5,1.8048913140364369,187.0,-5.363385485020636,20.056834980203348,19.771153749994404,10.0,0.10996712436303557,5.0,89.05599407813718,5.0,1.1366693930382605,0.5
cerise51,1.9099929118277579,0.5,6.717814550905684,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise52,2.0,0.5,2.0,187.0,-8.485791804062483,1.5886282828198297,23.33498133345359,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise53,1.6684443620100848,0.5,2.5963136087967724,187.0,-3.9779114881310313,14.550487772171747,10.887440575560634,10.0,4.752120825829463,5.0,94.31417467024491,5.0,1.3970094523712857,0.5
cerise54,1.7977494631489832,0.5,22.538606405131556,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise55,2.0,0.5,2.0,187.0,16.21472584761294,8.056741262318695,20.439016867309974,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise56,2.205464779732902,0.5,3.1750326804687816,187.0,9.098041965893815,6.180125954006777,7.961063741975904,10.0,9.565897846290843,5.0,75.54152162668828,5.0,1.4987597551580336,0.5
cerise57,2.335731490585725,0.5,118.0909532015593,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise58,2.0,0.5,2.0,187.0,2.8445216880989896,5.0974336009844645,1.7399230593482233,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise59,1.2123290839390612,0.5,2.0300509631827706,187.0,1.430265705348372,16.59898494639961,24.10011898451754,10.0,6.033351627279784,5.0,90.96900394396998,5.0,1.3744067806352929,0.5
cerise60,1.9471805702509744,0.5,91.28978701104471,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise61,2.0,0.5,2.0,187.0,15.774069439287423,0.7860129248375554,24.36034458995211,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise62,2.3937631406245075,0.5,1.855448985436496,187.0,24.0555971939638,19.050800075635898,5.438847847185626,10.0,4.621570760112657,5.0,85.77351516599632,5.0,0.7366700061135317,0.5
cerise63,1.9261345778346015,0.5,-27.122029893048932,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise64,2.0,0.5,2.0,187.0,21.396947608126894,19.811436561189176,26.39811867983665,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise65,1.2393007391910187,0.5,2.82618286279934,187.0,15.30403322278638,16.43299193144195,9.586873371203634,10.0,6.129507308201868,5.0,87.15404165453404,5.0,2.2875553061412295,0.5
cerise66,1.4961062173120674,0.5,272.92879028562595,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise67,2.0,0.5,2.0,187.0,16.982102802088164,13.691698484034593,18.565098738039914,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise68,2.3987182023577076,0.5,1.4654966481192213,187.0,12.873831224281481,21.73103463821294,17.836506876666363,10.0,1.0728852854625393,5.0,78.22153111506047,5.0,2.2052456574976556,0.5
cerise69,2.663544904998593,0.5,-138.77050437068667,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise70,2.0,0.5,2.0,187.0,17.357119007429464,21.383287783143388,1.329542147061531,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise71,2.4541201411364297,0.5,2.0802676163262626,187.0,14.927294248730394,18.561180815098144,22.02039979851761,10.0,-1.8664360300934346,5.0,80.43531494404158,5.0,2.0520132099725727,0.5
cerise72,3.0141728778287344,0.5,-369.39697378350843,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise73,2.0,0.5,2.0,187.0,-3.7310821241424517,12.036986309239712,15.77504679225336,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise74,1.5863272434072675,0.5,1.865884809721127,187.0,7.447421049016349,-4.43178290507292,16.82831790591957,10.0,2.577935994666002,5.0,88.91182653720952,5.0,2.439300035749823,0.5
cerise75,0.7447265692621634,0.5,274.77476306337337,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise76,2.0,0.5,2.0,187.0,10.242026406705095,7.731719271428874,8.819044360361616,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise77,1.906871919865299,0.5,2.5879338978964563,187.0,10.251137180625925,-5.936606531993391,19.331199035874704,10.0,1.9811626853021425,5.0,85.74153862210117,5.0,1.4185295760338643,0.5
cerise78,1.6833603444806973,0.5,-69.36701409128064,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise79,2.0,0.5,2.0,187.0,22.941803229112935,-7.006710075803724,19.063335045407044,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise80,1.923928072942038,0.5,1.5018818428285048,187.0,5.879644599832575,25.76080683908944,7.250498059625832,10.0,10.915130298404598,5.0,88.58304150164709,5.0,1.5559289260015348,0.5
cerise81,2.0022933581794584,0.5,64.30891278359769,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise82,2.0,0.5,2.0,187.0,22.819618239420564,18.051470389037895,12.525499560253264,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise83,2.2563886187623523,0.5,2.966782473702964,187.0,-19.057689839577435,5.733662502042879,5.282894275431982,10.0,1.4087807576933637,5.0,85.07993213106907,5.0,2.174794575411534,0.5
cerise84,2.7609098036106094,0.5,64.47861365689639,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise85,2.0,0.5,2.0,187.0,10.286139328504786,19.627836043156513,15.223729361961299,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise86,2.5360387676071916,0.5,2.2408507440793044,187.0,0.1847123500340988,22.42565851665477,-3.0967574200481742,10.0,9.035826473761148,5.0,83.17756003584289,5.0,0.3013567867502398,0.5
cerise87,1.8970235299963958,0.5,-250.38422746438408,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise88,2.0,0.5,2.0,187.0,7.538711431687457,27.67080559000071,26.860898740869196,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise89,1.7586151883807943,0.5,1.9211858234569117,187.0,10.538751214634482,-0.14831089876717307,11.030282521759185,10.0,10.491691349007946,5.0,77.18013636947845,5.0,1.4410444365579067,0.5
cerise90,2.066223988036794,0.5,-34.92530028937876,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise91,2.0,0.5,2.0,187.0,-5.374251651226853,17.65127297139621,26.571564529979355,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise92,1.4789753706395028,0.5,2.736831484206378,187.0,8.224983091851295,20.405948841312664,37.57505442148965,10.0,8.612817272205895,5.0,85.02380999180185,5.0,1.576293212988854,0.5
cerise93,2.0012916038728066,0.5,258.34993200325266,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise94,2.0,0.5,2.0,187.0,5.5504304848559585,3.292963881395595,8.869149688878727,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise95,3.0140533978432016,0.5,1.7766383295231303,187.0,-13.182155946622323,28.54045120323816,-8.28348634920632,10.0,13.396645064202428,5.0,83.12473102792354,5.0,0.8196813919952012,0.5
cerise96,1.9215846583054652,0.5,278.43428321049197,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise97,2.0,0.5,2.0,187.0,6.009871884142484,2.606419418379989,15.982796878370557,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise98,1.792810509707725,0.5,2.1919823748696423,187.0,9.50623034869445,4.633416946167208,9.002465943198743,10.0,-0.7610665278887545,5.0,85.180567681688,5.0,2.1554079933302615,0.5
cerise99,2.2609458802367324,0.5,85.45448988521485,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise100,2.0,0.5,2.0,187.0,21.93383319742063,16.843717283865487,8.885471044438667,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise101,1.9735393531997747,0.5,2.249696136945995,187.0,-8.422102047712869,11.627420211316117,10.141760998792027,10.0,7.9810737746513905,5.0,84.42457236783576,5.0,1.959963382932574,0.5
cerise102,2.128259858338198,0.5,-140.65616649708898,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise103,2.0,0.5,2.0,187.0,12.932067816377323,15.862978653418171,0.1622749458618884,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise104,2.024416529439612,0.5,2.1779684890207256,187.0,7.81486907465318,10.016644543911704,19.18418352551426,10.0,3.193446912226312,5.0,83.5959414573173,5.0,1.9064735255094165,0.5
cerise105,1.891136589806798,0.5,-518.5057617564553,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise106,2.0,0.5,2.0,187.0,10.448262452101776,7.796627030371115,14.243866583212093,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise107,2.4990595605390413,0.5,2.6457067924886166,187.0,-3.379931281556912,3.435038415013504,19.942094438100796,10.0,5.17401797809017,5.0,87.0557869818962,5.0,2.0865754135353387,0.5
cerise108,1.7714916767908637,0.5,42.50963022140799,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise109,2.0,0.5,2.0,187.0,5.894361673819113,11.724934285578483,22.372756714870434,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise110,2.15180245125043,0.5,1.846131488295699,187.0,21.317010263965987,14.200430640876561,9.297486995431512,10.0,3.2763867659139767,5.0,85.011315638011,5.0,2.3721457727482678,0.5
cerise111,1.5171977197000894,0.5,18.921080198532405,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise112,2.0,0.5,2.0,187.0,31.462757713157696,-6.200999536488155,5.049383695428482,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise113,1.2159797768610177,0.5,2.0943105164856504,187.0,3.3434776758873213,6.423405668537709,1.726946068591113,10.0,-6.365296030962924,5.0,81.83690548339601,5.0,1.9233668103695227,0.5
cerise114,1.1143748958572066,0.5,-342.23121053179017,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise115,2.0,0.5,2.0,187.0,0.42945930791470666,2.063329225147548,22.89727897370856,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise116,2.9456409900675116,0.5,1.8843791563698538,187.0,11.38687143458397,-0.3649257893448663,27.921138841276978,10.0,-0.6176868777267517,5.0,79.89649549946824,5.0,1.8332671936733507,0.5
cerise117,1.473004785303169,0.5,0.1538107062066565,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise118,2.0,0.5,2.0,187.0,-0.5416110902988418,13.360661044540453,11.048247002540194,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise119,2.029890552214383,0.5,1.9161815790931158,187.0,19.87568604066253,12.72995636202852,8.870231054951134,10.0,-0.43600354242818806,5.0,86.63463954050307,5.0,2.3118235278378445,0.5
cerise120,1.3923007887367302,0.5,-227.69161566796004,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise121,2.0,0.5,2.0,187.0,12.156865393219759,10.223388483722069,7.439939887567477,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise122,2.201716265229523,0.5,2.1631176388637834,187.0,12.930675598657295,24.630575776664884,22.669352712843263,10.0,4.925826539548675,5.0,86.70833196191904,5.0,1.8691003788218497,0.5
cerise123,2.1477892486361667,0.5,170.57889095343236,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise124,2.0,0.5,2.0,187.0,2.9186900136510907,1.3892172044355497,4.493171236539261,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise125,1.8392502284429153,0.5,2.128922868347827,187.0,-5.375391321935137,13.89769386984829,28.285271157858766,10.0,-0.6649122999637402,5.0,77.90165996341906,5.0,1.7989197405716786,0.5
cerise126,1.5650783761186597,0.5,45.134153091380426,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise127,2.0,0.5,2.0,187.0,5.9327484688730365,-5.164583286146396,3.9528762902811536,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise128,2.696149750944275,0.5,1.320735800886092,187.0,18.286132042814906,10.701371165267068,7.003937983115503,10.0,-4.216212214017835,5.0,80.61067530657228,5.0,2.060802647725431,0.5
cerise129,1.6190692869365864,0.5,585.8275170786676,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise130,2.0,0.5,2.0,187.0,9.07094793212864,1.693603083878445,21.784617142045125,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise131,2.047153189826106,0.5,1.3816729677209965,187.0,33.18926036596475,-4.1977712104106555,28.33570104606335,10.0,3.041146871324167,5.0,88.78616346309231,5.0,2.579119298167809,0.5
cerise132,2.2966253567846486,0.5,280.0508532682378,187.0,11.0,11.0,15.0,10.0,5.0,5.0,83.6,5.0,1.7,0.5
cerise133,2.0,0.5,2.0,187.0,15.285106480545057,26.08016833372802,16.856542483119014,10.0,5.0,5.0,83.6,5.0,1.7,0.5
